"scrambleId";"competitionId";"eventId";"roundTypeId";"groupId";"isExtra";"scrambleNum";"scramble";"edge.targets";"corner.targets";"edge.twists";"corner.twists";"pairity"
82329;"PortoAlegreOpen2014";"333bf";"1";"B";0;3;"D2 U B2 F2 U' L2 R2 F2 U' L' B' U' B D2 U L2 F D U' B' U2 B R'";10;8;2;0;"no pairity"
82330;"PortoAlegreOpen2014";"333bf";"1";"B";1;1;"R2 U2 F2 L2 B' U2 F2 U2 B' D' B' L2 R2 F' L2 D' R D U L B";13;5;0;2;"pairity"
82331;"PortoAlegreOpen2014";"333bf";"1";"B";1;2;"F2 L2 B2 U' L2 D' F2 U2 F R2 U2 L' U' R' D' L2 D' L2 B U' L2 U2";12;8;0;1;"no pairity"
82332;"PortoAlegreOpen2014";"333bf";"f";"A";0;1;"U2 B2 L2 R F2 U2 R2 D2 R' D2 B' D' F2 D' L' R2 F2 D R' B' D2";11;9;0;0;"pairity"
82333;"PortoAlegreOpen2014";"333bf";"f";"A";0;2;"L D2 R F2 U2 F2 L' U2 B F2 U' F D' U2 R U L2 D' B' D2";9;7;0;1;"pairity"
82334;"PortoAlegreOpen2014";"333bf";"f";"A";0;3;"L U2 L R2 D2 F2 L U2 F2 D' F D2 R B L' F U R F2 U2 B R2";10;6;1;0;"no pairity"
82335;"PortoAlegreOpen2014";"333bf";"f";"A";1;1;"D' L2 B2 D' L2 D B2 L2 U2 L U B L' F U L F R D B2 L' F2";12;6;1;0;"no pairity"
82336;"PortoAlegreOpen2014";"333bf";"f";"A";1;2;"R' U2 L B2 U2 L2 B2 R' D2 U' B2 F2 D R B L' B' D' R2 F' L' F";11;9;0;0;"pairity"
82549;"Florida2014";"333bf";"f";"A";0;1;"U' L2 B2 R2 D F2 U' L2 U2 B D2 U2 F R U2 B2 D R2 F U' B'";8;6;2;1;"no pairity"
82550;"Florida2014";"333bf";"f";"A";0;2;"B2 D' B2 U2 R2 B2 D' L2 U F R' U R2 B2 R B2 L' D F L B";12;2;0;3;"no pairity"
82551;"Florida2014";"333bf";"f";"A";0;3;"R2 D2 F2 U' F2 U F2 L2 D2 B' R' U' F2 L D2 R2 D' L2 R' D2 B' L";10;6;1;0;"no pairity"
82552;"Florida2014";"333bf";"f";"A";1;1;"U2 R2 D' B2 U2 L2 D B2 F' D F2 L2 U2 F2 L B' R2 D' R D";11;7;1;0;"pairity"
82553;"Florida2014";"333bf";"f";"A";1;2;"R2 B2 F' D2 L2 F R2 B2 R' D L2 B2 R' F' U R U R' U' L2 U2";9;7;2;0;"pairity"
82645;"HangzhouWinterOpen2014";"333bf";"f";"A";0;1;"B2 D' B2 D F2 U' R2 F2 U' F' R B L2 B U B' D2 L D F2 U2 L2 U'";11;7;0;0;"pairity"
82646;"HangzhouWinterOpen2014";"333bf";"f";"A";0;2;"L2 D2 R2 F2 D L2 U B2 U' B2 U' B R D B2 U F' D' B' R B2 L B2";11;5;1;1;"pairity"
82647;"HangzhouWinterOpen2014";"333bf";"f";"A";0;3;"D' L2 R2 D' F2 L2 B2 D2 F2 U L' D' B' F2 U' B F D' R' F L2";10;6;1;0;"no pairity"
82648;"HangzhouWinterOpen2014";"333bf";"f";"A";1;1;"D' F2 U B2 D B2 D' L2 D F U' L F' R D' L F2 U' R U2 B R'";12;8;0;0;"no pairity"
82649;"HangzhouWinterOpen2014";"333bf";"f";"A";1;2;"B2 U2 B D2 L2 F' U2 F' R2 B' F' D' F' R' B F L' D R' D2 B R'";11;9;0;0;"pairity"
82782;"GameProTour2014";"333bf";"f";"A";0;1;"D2 B2 D2 B2 L2 F2 U L2 U' F' R F D' R' B L2 D L F R B' L";10;8;1;0;"no pairity"
82783;"GameProTour2014";"333bf";"f";"A";0;2;"L2 U2 R D2 R' F2 D2 R2 F2 D2 L D U' R F' U L2 B2 L' R2 B' L2";12;8;0;0;"no pairity"
82784;"GameProTour2014";"333bf";"f";"A";0;3;"L2 D' L2 B2 U' B2 D R2 U2 B2 U L' U' B R2 D' U' R' U2 L' F' L' F2";13;7;0;0;"pairity"
82785;"GameProTour2014";"333bf";"f";"A";1;1;"D L2 F2 R2 D2 B2 D F2 U' B2 U R' D F2 R F L2 F2 L' B' L2 B' L2";11;7;0;0;"pairity"
82786;"GameProTour2014";"333bf";"f";"A";1;2;"U2 L2 B' U2 F R2 F2 D2 L2 B2 D F' L B L2 U B2 L' D' B' R D";10;8;1;0;"no pairity"
83079;"FranconiaWinter2014";"333bf";"1";"A";0;1;"B' D2 B U2 R2 F D2 F L2 U2 F2 U' B' D U2 F' U2 L' U2 F' U L2 U'";10;6;0;1;"no pairity"
83080;"FranconiaWinter2014";"333bf";"1";"A";0;2;"F2 U' L2 U' L2 D2 L2 F2 D F2 L' R' D2 B' U2 L' U F2 D' R2 B' L";11;7;0;0;"pairity"
83081;"FranconiaWinter2014";"333bf";"1";"A";0;3;"L2 U2 F U2 B2 D2 B R2 D2 R2 B' L D2 U2 F L B' D' L R2 B2 L B'";11;7;1;1;"pairity"
83082;"FranconiaWinter2014";"333bf";"1";"A";1;1;"L2 F D2 R2 B D2 B' D2 B U2 F U L2 F L' U B2 R2 U B2 D'";11;7;0;1;"pairity"
83083;"FranconiaWinter2014";"333bf";"1";"A";1;2;"B2 L2 D B R' L D L U' L B' L2 D2 B U2 B L2 B2 R2 B'";8;8;1;0;"no pairity"
83084;"FranconiaWinter2014";"333bf";"1";"B";0;1;"R2 U2 F L2 F R2 B2 L2 B2 F' D2 U' R2 D2 L D' L2 D' B' F' R' B R2";11;7;0;0;"pairity"
83085;"FranconiaWinter2014";"333bf";"1";"B";0;2;"L2 R2 U2 R2 F2 D' R2 F2 L2 D2 R' B2 D L D L' B D2 U L B L2 U";11;7;0;0;"pairity"
83086;"FranconiaWinter2014";"333bf";"1";"B";0;3;"D2 B2 U2 R2 U2 R2 B2 F U' B R' D B2 D' L' F R2 U' B2 L' F2";10;8;1;0;"no pairity"
83087;"FranconiaWinter2014";"333bf";"1";"B";1;1;"F D2 R2 D2 B' F2 R2 B' D B2 L B L2 B D' U' B' R U2";9;7;2;0;"pairity"
83088;"FranconiaWinter2014";"333bf";"1";"B";1;2;"B2 L U2 B2 F2 L2 B2 R' D2 L2 U' L R2 D F2 D2 B2 F' L2 F' L B2";10;8;0;0;"no pairity"
83089;"FranconiaWinter2014";"333bf";"f";"A";0;1;"F2 L2 F2 D B2 D' L2 F2 R2 D2 L B R2 B R B F' D' F R2 U2 B R";10;8;1;0;"no pairity"
83090;"FranconiaWinter2014";"333bf";"f";"A";0;2;"L2 B2 U2 B2 U R2 B2 U' L2 D' F' D' B D' L2 B2 L F' R U' L B2";10;8;0;0;"no pairity"
83091;"FranconiaWinter2014";"333bf";"f";"A";0;3;"L2 U' B2 R2 D2 U' B2 D2 U' B2 F R B' R2 B L F2 D B D U' L B'";8;6;2;0;"no pairity"
83092;"FranconiaWinter2014";"333bf";"f";"A";1;1;"L' B2 U2 F2 L' D2 B2 L' F2 U2 R F' L R2 B2 L' B U B2 F2 D";10;8;1;0;"no pairity"
83093;"FranconiaWinter2014";"333bf";"f";"A";1;2;"D R2 B2 U B2 L2 R2 D' B2 R D2 R2 B D2 U2 L B F' L2 D' B' L2";12;8;0;0;"no pairity"
83394;"RubikHuehue2014";"333bf";"f";"A";0;1;"U B2 D F2 R2 D B2 L2 B' D2 L' B L2 D' B2 R2 F R B2 L B";13;7;0;0;"pairity"
83395;"RubikHuehue2014";"333bf";"f";"A";0;2;"F2 L F2 U2 F2 R' B2 L2 R' D2 R D' B U2 B F U B L' U2 L2 U'";12;6;0;1;"no pairity"
83396;"RubikHuehue2014";"333bf";"f";"A";0;3;"U B2 D' U' R2 F2 U2 B2 D' B2 F' L F2 D' B L2 R2 B U' L2 U' B R";11;5;0;2;"pairity"
83397;"RubikHuehue2014";"333bf";"f";"A";1;1;"U' B2 U' L2 U2 F2 L2 R2 D F U' F2 L B F' L U R D' U2 L2 U";9;7;2;1;"pairity"
83398;"RubikHuehue2014";"333bf";"f";"A";1;2;"F2 R' U2 F2 U2 L2 B2 L R U2 R2 F U B U B2 L' B2 U' F' U B";12;8;0;0;"no pairity"
83731;"MPEIOpen2014";"333bf";"1";"A";0;1;"D' L2 D' U L2 B2 U2 F' D2 R' D2 B2 L' R2 U B L2 U' F D2";12;4;0;3;"no pairity"
83732;"MPEIOpen2014";"333bf";"1";"A";0;2;"F2 D2 B2 L2 D2 R2 U2 F' R2 D' B F L' F2 D2 F U2 L F2 U L2";12;6;0;1;"no pairity"
83733;"MPEIOpen2014";"333bf";"1";"A";0;3;"F2 R2 B U2 B' D2 B2 U2 R2 B' R2 D R2 F' D B D' B R' B D' L' F";12;8;1;0;"no pairity"
83734;"MPEIOpen2014";"333bf";"1";"A";1;1;"U' R2 F2 D F2 L2 D2 R2 D2 F R2 F' R' U B' D' R F' D2 L'";11;7;0;0;"pairity"
83735;"MPEIOpen2014";"333bf";"1";"A";1;2;"D R2 U2 R2 F2 D' B2 D L2 F' U R' D2 L D' F' U' F L2 U L B";10;6;0;1;"no pairity"
83736;"MPEIOpen2014";"333bf";"1";"B";0;1;"B2 L R2 B2 L2 D2 F2 U2 R' D R' B' R2 B' D2 B2 D' R2 F2 D";12;6;0;1;"no pairity"
83737;"MPEIOpen2014";"333bf";"1";"B";0;2;"U2 F2 L2 F2 U B2 D' R2 B2 D' L R' F' L2 D B F2 R U' B L' D2";10;6;1;0;"no pairity"
83738;"MPEIOpen2014";"333bf";"1";"B";0;3;"U B2 F2 U2 R2 U F2 L2 R B' U2 R2 B2 L' F' D L F' L' B' L B";11;5;0;2;"pairity"
83739;"MPEIOpen2014";"333bf";"1";"B";1;1;"U2 R' U2 F2 L' U2 R' D2 F2 R' F D R' U R' B' F D' R2 D2 B R'";10;8;2;0;"no pairity"
83740;"MPEIOpen2014";"333bf";"1";"B";1;2;"B2 L' B2 R2 F2 L B2 U' L R' D U L2 U' R' U' B' L' B' L";12;8;0;0;"no pairity"
83741;"MPEIOpen2014";"333bf";"f";"A";0;1;"L B2 L B2 R' F2 R' U2 R2 U' B' U' F L2 U R' F2 R' B' D2 L2 U'";9;7;0;0;"pairity"
83742;"MPEIOpen2014";"333bf";"f";"A";0;2;"F' R2 U2 B R2 F2 R2 B2 R' D L' B D2 U' F L' R' F2 D R2 B'";10;6;1;2;"no pairity"
83743;"MPEIOpen2014";"333bf";"f";"A";0;3;"D2 B2 U2 F2 L2 B2 U2 F2 L F2 L2 F' U' R D' L2 B' F2 U F' U L' F2";10;6;2;2;"no pairity"
83744;"MPEIOpen2014";"333bf";"f";"A";1;1;"L' U2 R' D2 L2 U2 F U' B' R' B2 D' U' F2 D' R D' B' L";11;9;2;0;"pairity"
83745;"MPEIOpen2014";"333bf";"f";"A";1;2;"D F2 R2 U' L2 D2 U B2 L2 U' R B' F' D U2 L' D' F2 R' B2 F L B'";12;6;0;1;"no pairity"
84207;"PLSSzczecin2014";"333bf";"1";"A";0;1;"D B2 D' B2 F2 R2 D' R2 D L F' R B2 D2 U L F2 D' R' F U2 B' L'";12;6;0;0;"no pairity"
84208;"PLSSzczecin2014";"333bf";"1";"A";0;2;"B2 D F2 L2 D U2 R2 B2 R2 F' L R' D2 U2 B' R' F' D' L' R2 B R2";11;9;0;0;"pairity"
84209;"PLSSzczecin2014";"333bf";"1";"A";0;3;"U B2 L2 R2 U2 F2 U' B2 U L2 D' R F' R' F2 D' U' F' D2 B' D' L B2";13;7;0;0;"pairity"
84210;"PLSSzczecin2014";"333bf";"1";"A";1;1;"B2 R' D2 R D2 R' U2 L' F2 L' F D' B L B D2 L2 D' B2 F2 L B2";12;6;0;0;"no pairity"
84211;"PLSSzczecin2014";"333bf";"1";"A";1;2;"F2 L' U2 R F2 L' B2 R' U' F' L D B R B2 U' L' R2 B2 L B";12;8;0;0;"no pairity"
84212;"PLSSzczecin2014";"333bf";"1";"B";0;1;"D2 L' B2 D2 L D2 R2 B2 F2 R B R D' U' F2 D2 R' D U B L' F";11;7;0;0;"pairity"
84213;"PLSSzczecin2014";"333bf";"1";"B";0;2;"R2 U' L2 D2 B2 L2 U R2 U L' R2 D' U2 F L' B' D2 B U' B' R B' L";12;6;0;1;"no pairity"
84214;"PLSSzczecin2014";"333bf";"1";"B";0;3;"B2 U' B2 F2 U L2 D R2 U2 B2 U R' F' D2 U L D' F' L2 D L' B";9;7;1;1;"pairity"
84215;"PLSSzczecin2014";"333bf";"1";"B";1;1;"L2 B U2 B L2 B' D2 L2 R2 B D' R F R B L2 U' L' F2 R U L B";11;7;1;1;"pairity"
84216;"PLSSzczecin2014";"333bf";"1";"B";1;2;"B2 L2 R B2 L' F2 R' B2 U2 R' U R2 F' D L' U F2 D L2 D2 L' F2";9;7;0;1;"pairity"
84217;"PLSSzczecin2014";"333bf";"f";"A";0;1;"L' U2 L2 U2 R' B2 R' B2 D2 L R' F U2 R' F' U' L B L' F D L B2";11;7;1;1;"pairity"
84218;"PLSSzczecin2014";"333bf";"f";"A";0;2;"D' L2 F2 L2 D L2 U2 R2 B2 D' F D2 B L' B2 F' R F L B R'";8;6;1;0;"no pairity"
84219;"PLSSzczecin2014";"333bf";"f";"A";0;3;"F2 R2 U2 B L2 D2 B' U2 R2 B2 L' B2 U' F' U2 B L' D' L D'";12;8;0;0;"no pairity"
84220;"PLSSzczecin2014";"333bf";"f";"A";1;1;"L2 D' L2 U' B2 F2 R2 D L2 R2 U F L R2 F L2 R B D' R2 U' B' L";9;5;2;0;"pairity"
84221;"PLSSzczecin2014";"333bf";"f";"A";1;2;"U L2 D B2 F2 D' R2 U2 R F' R2 F' U R' U2 B' D2 L' D' L2 U'";10;6;1;1;"no pairity"
84567;"CubeEliteUnionCafe2014";"333bf";"f";"A";0;1;"U2 B F2 D2 F R2 B' D2 R2 F' U' L' D2 U' L B U' F D2 L' F";11;5;0;2;"pairity"
84568;"CubeEliteUnionCafe2014";"333bf";"f";"A";0;2;"F2 U2 L B2 F2 L R' F2 L' D2 R B' L2 U R2 F L B F L2 R D";11;9;0;0;"pairity"
84569;"CubeEliteUnionCafe2014";"333bf";"f";"A";0;3;"L2 B2 U F2 U' B2 D2 F2 L B D' F L U B R D' B L' D2 L'";10;6;1;0;"no pairity"
84570;"CubeEliteUnionCafe2014";"333bf";"f";"A";1;1;"U2 L B2 L D2 U2 L' F2 R' U L2 D' R' B' U L U B2 R2 D' B";11;7;1;1;"pairity"
84571;"CubeEliteUnionCafe2014";"333bf";"f";"A";1;2;"U2 F' U2 B2 D2 R2 D2 F D R' U2 L' D L' B' D2 F D U2 B R'";10;8;0;0;"no pairity"
84614;"OdenseClassic2014";"333bf";"f";"A";0;1;"B2 R' B2 F2 L F2 L' R' D2 U' R' F' D R' D U2 F D2 B L2 U2";12;6;0;1;"no pairity"
84615;"OdenseClassic2014";"333bf";"f";"A";0;2;"D2 R2 U R2 B2 U2 L2 R2 D' B R' F2 L' U' R B' D U2 B R' B";10;8;0;1;"no pairity"
84616;"OdenseClassic2014";"333bf";"f";"A";0;3;"F2 L2 D U R2 U L2 U' B2 F L2 D2 B2 F' D' R' U2 B F' D' L2 U";12;6;0;1;"no pairity"
84617;"OdenseClassic2014";"333bf";"f";"A";1;1;"R B2 L R' B2 D2 L U2 R B D R2 B L2 B D2 L' D' U2 R' B'";13;7;0;0;"pairity"
84618;"OdenseClassic2014";"333bf";"f";"A";1;2;"U F2 D' L2 B2 F2 U' B2 R2 B' D F2 L2 R U B2 F' R2 D' B L2 U";9;9;1;0;"pairity"
84927;"UgineJeuEtJouet2014";"333bf";"f";"A";0;1;"L2 D' L2 R2 D' U F2 R' B' L D R F R D2 L2 U2 F2 U L' F2";10;6;1;0;"no pairity"
84928;"UgineJeuEtJouet2014";"333bf";"f";"A";0;2;"U2 B2 R2 F' R2 D' B2 F D' B' D B U L2 U R' U2 B' L";12;6;0;1;"no pairity"
84929;"UgineJeuEtJouet2014";"333bf";"f";"A";0;3;"U2 L2 U2 F D2 F' L2 D2 F' D2 F' L U B' R D U2 B' F' U2 R' B R2";13;7;0;0;"pairity"
84930;"UgineJeuEtJouet2014";"333bf";"f";"A";1;1;"L2 B2 D R2 U B2 F2 U B2 F' L D R U' F' R B' U' B' U2 L' F";9;5;1;2;"pairity"
84931;"UgineJeuEtJouet2014";"333bf";"f";"A";1;2;"F2 D' L2 R2 F2 U F2 L' F2 L B' L' U' L F L' R2 U R' D2";12;4;0;3;"no pairity"
84932;"UgineJeuEtJouet2014";"333bf";"f";"B";0;1;"D2 F2 U' L2 R2 F2 U' R2 D U' L' F R' F R2 B U2 L F2 U B' L";13;5;1;0;"pairity"
84933;"UgineJeuEtJouet2014";"333bf";"f";"B";0;2;"F2 D' F2 D2 L2 D F2 R2 B R D L U2 B F L2 B' L' F U L2 U";11;5;0;0;"pairity"
84934;"UgineJeuEtJouet2014";"333bf";"f";"B";0;3;"R2 U' R2 B2 U' R2 U2 F2 U F' D' R2 F L2 R F' D F U' B L";11;7;0;0;"pairity"
84935;"UgineJeuEtJouet2014";"333bf";"f";"B";1;1;"D' F2 R2 F2 U2 R2 D2 F2 L D' F2 R F' U L B U R B2 U L2 U";10;8;0;0;"no pairity"
84936;"UgineJeuEtJouet2014";"333bf";"f";"B";1;2;"B2 L2 F2 R2 U2 F2 L' U2 R U F2 D R2 F' D' B' L R2 D R2 D";12;6;0;1;"no pairity"
85035;"UrdanetaCityFiesta2014";"333bf";"f";"A";0;1;"R U2 B2 D2 L2 F2 R D2 R' U2 L2 B' L2 U R B U2 F L R' U2 B' L'";12;6;1;1;"no pairity"
85036;"UrdanetaCityFiesta2014";"333bf";"f";"A";0;2;"D2 U2 L2 F2 R' B2 U2 L' U2 F2 D' B L' D' F' U R' D2 R F D' L2 U'";9;5;0;2;"pairity"
85037;"UrdanetaCityFiesta2014";"333bf";"f";"A";0;3;"F2 L' R' U2 R B2 U2 R U2 B R' D' U2 R2 U F R2 D2 L2 F' L2 U'";11;7;1;0;"pairity"
85038;"UrdanetaCityFiesta2014";"333bf";"f";"A";1;1;"U2 L2 F D2 U2 B R2 U2 B L2 F' D B F' U2 F U L F2 U' L B'";9;5;0;2;"pairity"
85039;"UrdanetaCityFiesta2014";"333bf";"f";"A";1;2;"D2 U2 B D2 B2 L2 U2 F U2 R B2 L' U2 F2 D L2 F' U L' F2 L' F";10;8;1;0;"no pairity"
85040;"UrdanetaCityFiesta2014";"333bf";"f";"B";0;1;"L2 R F2 L' D2 F2 U2 F2 R D2 R' F' R B L R' U' L2 U' L B' L";12;6;0;2;"no pairity"
85041;"UrdanetaCityFiesta2014";"333bf";"f";"B";0;2;"U' B2 L2 D2 U F2 R2 D' B2 L B L2 R F D U2 R' F' D' R' B";11;7;0;0;"pairity"
85042;"UrdanetaCityFiesta2014";"333bf";"f";"B";0;3;"U2 L2 U L2 R2 B2 D' B2 D2 U2 B U R2 B' L F' U' B2 F' L2 U B R'";12;8;0;0;"no pairity"
85043;"UrdanetaCityFiesta2014";"333bf";"f";"B";1;1;"R' B2 L2 F2 R B2 R F2 R2 D2 R2 U' F' D2 R B L2 F2 R B2 D' L2 U";12;6;0;1;"no pairity"
85044;"UrdanetaCityFiesta2014";"333bf";"f";"B";1;2;"B2 U2 F2 L' F2 U2 L' D2 U' B' L2 B R' B F' D' L F2 R' D2";11;7;0;0;"pairity"
85685;"NewZealandNationals2014";"333bf";"f";"A";0;1;"D' F2 D L2 B2 L2 U L2 F2 U' B U F R' D' U2 F2 L2 F' R' B2 L2 U'";12;6;0;0;"no pairity"
85686;"NewZealandNationals2014";"333bf";"f";"A";0;2;"L2 R2 U R2 U F2 U' R2 D F2 U L' F2 R2 B2 L' F D' U B R2 B' L";11;7;2;0;"pairity"
85687;"NewZealandNationals2014";"333bf";"f";"A";0;3;"D' R2 B2 F2 D' L2 U' L2 U' B2 R2 B' F' R D B' D' U' L R D2 L B2";14;8;0;0;"no pairity"
85688;"NewZealandNationals2014";"333bf";"f";"A";1;1;"F' R2 U2 B U2 B' D2 B' R D2 U2 B' F2 R B2 L2 U' B2 D2 L2 U";13;7;0;0;"pairity"
85689;"NewZealandNationals2014";"333bf";"f";"A";1;2;"L2 U' B2 U2 L2 U2 R2 B2 U2 F' D F2 D B U' L' R D' F U2 L";13;7;0;0;"pairity"
85784;"Charrua2014";"333bf";"f";"A";0;1;"R2 D2 L2 B' U2 B' R2 B2 U' L F' U2 B2 R' U' R2 B2 R2 D' L B'";8;6;1;2;"no pairity"
85785;"Charrua2014";"333bf";"f";"A";0;2;"U' B2 U R2 D2 U' L2 U' B D F' L' R2 U' F L F' R B2 L2 U'";14;6;0;0;"no pairity"
85786;"Charrua2014";"333bf";"f";"A";0;3;"B2 L' R2 F2 L B2 F2 U2 R' D2 R' U F' D' R' U' B' R U2 F' D'";9;7;1;0;"pairity"
85787;"Charrua2014";"333bf";"f";"A";1;1;"L2 R' U2 L R2 B2 R' D2 B' U' B2 L B D' L' B R' F' U2 B R'";10;6;1;1;"no pairity"
85788;"Charrua2014";"333bf";"f";"A";1;2;"D2 L2 D2 F U2 F' D2 B F2 D U2 F2 L' F2 R D' L2 R' D";9;7;0;1;"pairity"
86287;"VanCubingWinter2014";"333bf";"f";"A";0;1;"D2 B' R2 F' R2 U2 R2 B D U L' U2 B2 R B' R2 B F' R F' L";11;5;0;2;"pairity"
86288;"VanCubingWinter2014";"333bf";"f";"A";0;2;"L2 R2 B2 D R2 U' L2 R2 B' U B' L2 D F R F2 D F2 L' B' L2";11;7;1;2;"pairity"
86289;"VanCubingWinter2014";"333bf";"f";"A";0;3;"D2 B' U2 R2 B' U2 F R2 B' U' B L B D R' B' U2 B2";11;5;1;1;"pairity"
86290;"VanCubingWinter2014";"333bf";"f";"A";1;1;"D' R2 U' L2 U B2 F2 R2 U' R' F2 U' L' F' R2 B' R2 D L' B' U' L2 U'";10;8;2;0;"no pairity"
86291;"VanCubingWinter2014";"333bf";"f";"A";1;2;"U' L2 F2 U' R2 U2 L2 B2 U2 F2 R' D R F' U2 L B' F2 U2 L' B2 L B'";11;7;0;1;"pairity"
86511;"Tachikawa3x3Fest2014";"333bf";"1";"A";0;1;"L2 D2 B2 R B2 L B2 D2 F2 U B2 D' R2 D B R' D' B' F2 L B'";9;7;1;1;"pairity"
86512;"Tachikawa3x3Fest2014";"333bf";"1";"A";0;2;"L2 B U2 L2 U2 L2 F' L2 R2 D F2 L' F U B L2 D2 B' D U2 L' F";11;7;0;1;"pairity"
86513;"Tachikawa3x3Fest2014";"333bf";"1";"A";0;3;"B' L2 D2 F R2 F R2 F' L2 F2 L2 U' R F2 U2 F D2 R2 F2 D2 L' F2";10;8;0;1;"no pairity"
86514;"Tachikawa3x3Fest2014";"333bf";"1";"A";1;1;"F2 U' F2 U F2 U' B2 U' B2 U2 R D' L2 R F R' U' B L D R2 B R";11;7;0;0;"pairity"
86515;"Tachikawa3x3Fest2014";"333bf";"1";"A";1;2;"R2 F2 L B2 R D2 L' F2 D2 R U' F2 L' F D F2 U L' D L B'";11;5;0;2;"pairity"
86516;"Tachikawa3x3Fest2014";"333bf";"1";"B";0;1;"F2 D' U R2 D F2 D' U' L' F U2 R' B L' F2 L' B2 D B' L";12;6;0;0;"no pairity"
86517;"Tachikawa3x3Fest2014";"333bf";"1";"B";0;2;"L2 U' R2 D B2 L2 D B2 R2 D L2 R' U L D2 B2 U F L2 R D2 B";11;7;0;0;"pairity"
86518;"Tachikawa3x3Fest2014";"333bf";"1";"B";0;3;"F2 R2 F2 D2 R2 D' U2 F2 R2 F R' D F U2 R D2 B2 U B' L U' L B2";9;5;0;1;"pairity"
86519;"Tachikawa3x3Fest2014";"333bf";"1";"B";1;1;"L U2 B2 R2 F2 L F2 L' D2 L F' U L2 D' B' U' L R2 U2 F2 L' F2";9;7;0;2;"pairity"
86520;"Tachikawa3x3Fest2014";"333bf";"1";"B";1;2;"B2 U2 R2 F2 D2 R2 U' L2 R2 D' F R2 U R2 F2 L' B U2 R B D B' L'";13;7;0;2;"pairity"
86521;"Tachikawa3x3Fest2014";"333bf";"f";"A";0;1;"B2 R2 B2 D F2 L2 R2 U' F2 R2 D2 F' U R B' L D' L B' F' D";10;8;1;0;"no pairity"
86522;"Tachikawa3x3Fest2014";"333bf";"f";"A";0;2;"F2 U' B2 F2 D L2 U L2 U L2 B D U R' F' U2 L2 B2 L D2 B R'";10;4;1;1;"no pairity"
86523;"Tachikawa3x3Fest2014";"333bf";"f";"A";0;3;"R2 D2 R2 U R2 U F2 U2 L2 D2 F2 L' F2 R2 B' R' U' L U B2 L2 D2";8;6;1;1;"no pairity"
86524;"Tachikawa3x3Fest2014";"333bf";"f";"A";1;1;"B2 L2 U' R2 D' U2 F2 D U L F' U' B' U' R2 B2 L2 B L2 B D'";10;6;1;2;"no pairity"
86525;"Tachikawa3x3Fest2014";"333bf";"f";"A";1;2;"U2 R2 B2 D B2 R2 D B2 D R2 B2 L F' U2 L' F' U' F U2 L' R2 B' L'";12;6;0;0;"no pairity"
86701;"VantaaOpen2014";"333bf";"f";"A";0;1;"F2 R2 D2 B R2 B D2 U2 R2 B U' F L D' L' D' U R2 U' B L' F2";13;9;0;0;"pairity"
86702;"VantaaOpen2014";"333bf";"f";"A";0;2;"U2 R2 F' R2 F L2 F' D2 F' U F U2 B2 L2 B' D' R D2 U B L2 U";10;8;1;0;"no pairity"
86703;"VantaaOpen2014";"333bf";"f";"A";0;3;"R' U2 L2 U2 L2 R' F2 D2 F2 R' B' D' L U' B' D B R'";9;7;1;1;"pairity"
86704;"VantaaOpen2014";"333bf";"f";"A";1;1;"D2 U' F2 R2 B2 R2 D2 U' L R2 U' F' U' B' R U B R2 F L B'";11;7;2;0;"pairity"
86705;"VantaaOpen2014";"333bf";"f";"A";1;2;"R2 D L2 U2 R2 D U2 R2 B2 R D2 U2 L2 B D2 L' F' R B D2 L2 U'";11;7;0;0;"pairity"
86846;"CamarmaOpen2014";"333bf";"d";"A";0;1;"D2 L2 R2 F D2 L2 R2 F2 U F' U B' R F' L U L F2 U' B'";12;8;0;0;"no pairity"
86847;"CamarmaOpen2014";"333bf";"d";"A";0;2;"D' U' L2 D2 R2 B2 D' B2 U L2 R U2 F2 D L2 B F2 L D2 F L B2";12;6;1;0;"no pairity"
86848;"CamarmaOpen2014";"333bf";"d";"A";0;3;"F2 U2 L' U2 L' R' U2 F2 R2 U2 F' D L D L2 U2 R D2 F' D' U' B' L'";9;7;1;1;"pairity"
86849;"CamarmaOpen2014";"333bf";"d";"A";1;1;"B' D2 L2 F L2 B F' U2 L2 R' U R2 D L D' R' D B F2 D B R";11;7;0;1;"pairity"
86850;"CamarmaOpen2014";"333bf";"d";"A";1;2;"B D2 F U2 F D2 L2 D2 F' U2 R' B' D U R B2 L D' F2 D2 B' L";13;9;0;0;"pairity"
86851;"CamarmaOpen2014";"333bf";"d";"B";0;1;"L2 F L2 D2 B2 D2 F' R2 B' D' B2 R' U F2 L' D2 U' F D' B' L' F2";10;6;0;2;"no pairity"
86852;"CamarmaOpen2014";"333bf";"d";"B";0;2;"R2 B2 U2 L2 B R2 F L2 F2 R2 D2 L' R2 D B F D' U' R' U2 L";12;6;0;0;"no pairity"
86853;"CamarmaOpen2014";"333bf";"d";"B";0;3;"L2 D' R2 B2 D F2 L2 R2 D2 L2 U B L D' B D2 B R' D' U2 F' L2";9;7;2;0;"pairity"
86854;"CamarmaOpen2014";"333bf";"d";"B";1;1;"L2 U2 F2 D' B2 D' F2 D' F2 R F2 U' B D U B2 F U L2 U' R' B'";13;7;0;0;"pairity"
86855;"CamarmaOpen2014";"333bf";"d";"B";1;2;"D2 L' D2 L' D2 L' F2 L2 D2 F2 L' D B' R' F' D R2 F2 L' U F' L' F2";11;5;0;1;"pairity"
